condition,question_id,turn_index,mode,current_goal,gold_hop_ids,gold_calls,unit_id,node_id,generated_action,generated_tool,dependencies,valid_tool,schema_valid,schema_error,match_strength,primary_hop_id,primary_gold_call,primary_score,best_candidate_hop_id,best_candidate_gold_call,best_candidate_score,best_candidate_reason,unmatched_reason
smoke_flat,multi_turn_base_59,4,llmcompiler_flat_plan,"Finally, I'm analyzing mileage statistics and need the logarithm of the distance to the base the previous fuel value, computed to a precision of 10. Use base of 20. This will help with assessing the fuel efficiency patterns.",h10,"logarithm(value=980.0, base=20, precision=10)",u2,2,2. gallon_to_liter(gallon=10),gallon_to_liter,,True,True,,wrong,,,,h10,"logarithm({""value"": 980.0, ""base"": 20, ""precision"": 10})",15,argument_overlap:10;schema_valid,no_candidate_above_threshold
smoke_flat,multi_turn_base_59,4,llmcompiler_flat_plan,"Finally, I'm analyzing mileage statistics and need the logarithm of the distance to the base the previous fuel value, computed to a precision of 10. Use base of 20. This will help with assessing the fuel efficiency patterns.",h10,"logarithm(value=980.0, base=20, precision=10)",u3,3,3. fillFuelTank(fuelAmount=40),fillFuelTank,,True,True,,wrong,,,,h10,"logarithm({""value"": 980.0, ""base"": 20, ""precision"": 10})",5,schema_valid,no_candidate_above_threshold
smoke_flat,multi_turn_base_59,4,llmcompiler_flat_plan,"Finally, I'm analyzing mileage statistics and need the logarithm of the distance to the base the previous fuel value, computed to a precision of 10. Use base of 20. This will help with assessing the fuel efficiency patterns.",h10,"logarithm(value=980.0, base=20, precision=10)",u4,4,4. startEngine(ignitionMode='AUTO'),startEngine,,True,True,,wrong,,,,h10,"logarithm({""value"": 980.0, ""base"": 20, ""precision"": 10})",5,schema_valid,no_candidate_above_threshold
smoke_flat,multi_turn_base_62,0,llmcompiler_flat_plan,"I'm currently in Rivermist planning a trip to Stonebrook. Could you provide an estimate of the distance and forward this info to my cousin Bob via text, in the format 'The distance from Rivermist to Stonebrook is xxx km.', where xxx is replaced by the distance value, in one decimal place)?",h1 | h2 | h3 | h4,"get_zipcode_based_on_city('Rivermist') | get_zipcode_based_on_city('Stonebrook') | estimate_distance(cityA='83214', cityB='74532') | send_message(receiver_id='USR002', message='The distance from Rivermist to Stonebrook is 750.0 km.')",u1,1,1. get_zipcode_based_on_city(city=Rivermist),get_zipcode_based_on_city,,True,True,,exact,h1,"get_zipcode_based_on_city({""_arg0"": ""Rivermist""})",115,h1,"get_zipcode_based_on_city({""_arg0"": ""Rivermist""})",115,exact_tool_name;argument_overlap:rivermist;schema_valid,
smoke_flat,multi_turn_base_62,0,llmcompiler_flat_plan,"I'm currently in Rivermist planning a trip to Stonebrook. Could you provide an estimate of the distance and forward this info to my cousin Bob via text, in the format 'The distance from Rivermist to Stonebrook is xxx km.', where xxx is replaced by the distance value, in one decimal place)?",h1 | h2 | h3 | h4,"get_zipcode_based_on_city('Rivermist') | get_zipcode_based_on_city('Stonebrook') | estimate_distance(cityA='83214', cityB='74532') | send_message(receiver_id='USR002', message='The distance from Rivermist to Stonebrook is 750.0 km.')",u2,2,2. get_zipcode_based_on_city(city=Stonebrook),get_zipcode_based_on_city,,True,True,,exact,h2,"get_zipcode_based_on_city({""_arg0"": ""Stonebrook""})",115,h2,"get_zipcode_based_on_city({""_arg0"": ""Stonebrook""})",115,exact_tool_name;argument_overlap:stonebrook;schema_valid,
smoke_flat,multi_turn_base_62,0,llmcompiler_flat_plan,"I'm currently in Rivermist planning a trip to Stonebrook. Could you provide an estimate of the distance and forward this info to my cousin Bob via text, in the format 'The distance from Rivermist to Stonebrook is xxx km.', where xxx is replaced by the distance value, in one decimal place)?",h1 | h2 | h3 | h4,"get_zipcode_based_on_city('Rivermist') | get_zipcode_based_on_city('Stonebrook') | estimate_distance(cityA='83214', cityB='74532') | send_message(receiver_id='USR002', message='The distance from Rivermist to Stonebrook is 750.0 km.')",u3,3,"3. calculate_distance(city1=<zipcode for Rivermist>, city2=<zipcode for Stonebrook>)",calculate_distance,,False,False,missing_tool_schema,wrong,,,,h1,"get_zipcode_based_on_city({""_arg0"": ""Rivermist""})",0,schema_invalid;unresolved_input,no_candidate_above_threshold
smoke_flat,multi_turn_base_62,0,llmcompiler_flat_plan,"I'm currently in Rivermist planning a trip to Stonebrook. Could you provide an estimate of the distance and forward this info to my cousin Bob via text, in the format 'The distance from Rivermist to Stonebrook is xxx km.', where xxx is replaced by the distance value, in one decimal place)?",h1 | h2 | h3 | h4,"get_zipcode_based_on_city('Rivermist') | get_zipcode_based_on_city('Stonebrook') | estimate_distance(cityA='83214', cityB='74532') | send_message(receiver_id='USR002', message='The distance from Rivermist to Stonebrook is 750.0 km.')",u4,4,"4. send_message(receiver=Bob, message=""The distance from Rivermist to Stonebrook is <distance> km."", distance=""<distance from Rivermist to Stonebrook>"")",send_message,,True,False,"missing_required: receiver_id; unknown_parameters: distance, receiver",partial,h4,"send_message({""receiver_id"": ""USR002"", ""message"": ""The distance from Rivermist to Stonebrook is 750.0 km.""})",150,h4,"send_message({""receiver_id"": ""USR002"", ""message"": ""The distance from Rivermist to Stonebrook is 750.0 km.""})",150,"exact_tool_name;argument_overlap:distance,km.,message,rivermist,stonebrook;schema_invalid;unresolved_input",
smoke_flat,multi_turn_base_62,1,llmcompiler_flat_plan,"As I set off on my drive, I need you to verify that all the doors on my car are securely locked, please.",h5,"lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right'])",u1,1,"1. lockDoors(door=[""driver"", ""passenger"", ""rear_left"", ""rear_right""])",lockDoors,,True,False,missing_required: unlock,wrong,,,,h5,"lockDoors({""unlock"": false, ""door"": [""driver"", ""passenger"", ""rear_left"", ""rear_right""]})",160,"exact_tool_name;parameter_overlap:door;argument_overlap:door,driver,lockdoors,passenger,rear_left,rear_right;schema_invalid",no_candidate_above_threshold
smoke_flat,multi_turn_base_62,1,llmcompiler_flat_plan,"As I set off on my drive, I need you to verify that all the doors on my car are securely locked, please.",h5,"lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right'])",u2,2,"2. lockDoors(unlock=True, door=[""driver"", ""passenger"", ""rear_left"", ""rear_right""])",lockDoors,,True,True,,exact,h5,"lockDoors({""unlock"": false, ""door"": [""driver"", ""passenger"", ""rear_left"", ""rear_right""]})",175,h5,"lockDoors({""unlock"": false, ""door"": [""driver"", ""passenger"", ""rear_left"", ""rear_right""]})",175,"exact_tool_name;parameter_overlap:door,unlock;argument_overlap:door,driver,passenger,rear_left,rear_right,unlock;schema_valid",
smoke_flat,multi_turn_base_62,2,llmcompiler_flat_plan,"After confirming the security of the vehicle, could you initiate the engine so I can check the fuel level?",h6 | h7,pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START'),u1,1,1. startEngine(ignitionMode='START'),startEngine,,True,True,,exact,h7,"startEngine({""ignitionMode"": ""START""})",145,h7,"startEngine({""ignitionMode"": ""START""})",145,"exact_tool_name;parameter_overlap:ignitionMode;argument_overlap:ignitionmode,start,startengine;schema_valid",
smoke_flat,multi_turn_base_62,3,llmcompiler_flat_plan,"Also, at your earliest convenience, can you show me all the messages I have send so far?",h8,view_messages_sent(),u1,1,"1. send_message(receiver_id='USR002', message='The distance from Rivermist to Stonebrook is 750.0 km.')",send_message,,True,True,,wrong,,,,h8,view_messages_sent({}),5,schema_valid,no_candidate_above_threshold
smoke_flat,multi_turn_base_67,0,llmcompiler_flat_plan,Will you estimate the distance between San Francisco and Silverpine for me?,h1 | h2 | h3,"get_zipcode_based_on_city('San Francisco') | get_zipcode_based_on_city('Silverpine') | estimate_distance(cityA='94016', cityB='62947')",,,,,,,,,NO_GENERATED_UNIT,,,,,,,,no_generated_units
smoke_flat,multi_turn_base_67,1,llmcompiler_flat_plan,I need that info to check if my vehicle can cover the distance without refueling.,h4,estimate_drive_feasibility_by_mileage(distance=780.0),u1,1,1. get_fuel_level(),get_fuel_level,,False,False,missing_tool_schema,wrong,,,,h4,"estimate_drive_feasibility_by_mileage({""distance"": 780.0})",10,argument_overlap:distance;schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_67,1,llmcompiler_flat_plan,I need that info to check if my vehicle can cover the distance without refueling.,h4,estimate_drive_feasibility_by_mileage(distance=780.0),u2,2,2. get_fuel_consumption(),get_fuel_consumption,,False,False,missing_tool_schema,wrong,,,,h4,"estimate_drive_feasibility_by_mileage({""distance"": 780.0})",0,schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_67,1,llmcompiler_flat_plan,I need that info to check if my vehicle can cover the distance without refueling.,h4,estimate_drive_feasibility_by_mileage(distance=780.0),u3,3,"3. calculate_fuel_needed_for_distance(distance='780.0', fuelConsumption='10.0')",calculate_fuel_needed_for_distance,,False,False,missing_tool_schema,wrong,,,,h4,"estimate_drive_feasibility_by_mileage({""distance"": 780.0})",30,"parameter_overlap:distance;argument_overlap:780.0,distance;schema_invalid",no_candidate_above_threshold
smoke_flat,multi_turn_base_67,2,llmcompiler_flat_plan,"In case it can't, just fill out the fuel tank completely.",h5,fillFuelTank(fuelAmount=39.5),u1,1,1. get_fuel_level(),get_fuel_level,,False,False,missing_tool_schema,wrong,,,,h5,"fillFuelTank({""fuelAmount"": 39.5})",0,schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_67,2,llmcompiler_flat_plan,"In case it can't, just fill out the fuel tank completely.",h5,fillFuelTank(fuelAmount=39.5),u2,2,2. fillFuelTank(fuelAmount=10.0),fillFuelTank,,True,True,,exact,h5,"fillFuelTank({""fuelAmount"": 39.5})",125,h5,"fillFuelTank({""fuelAmount"": 39.5})",125,exact_tool_name;parameter_overlap:fuelAmount;argument_overlap:fuelamount;schema_valid,
smoke_flat,multi_turn_base_67,3,llmcompiler_flat_plan,Turn on my vehicle's engine in 'START' mode.,h6 | h7 | h8,"lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START')",u1,1,1. startEngine(ignitionMode='START'),startEngine,,True,True,,exact,h8,"startEngine({""ignitionMode"": ""START""})",145,h8,"startEngine({""ignitionMode"": ""START""})",145,"exact_tool_name;parameter_overlap:ignitionMode;argument_overlap:ignitionmode,start,startengine;schema_valid",
smoke_flat,multi_turn_base_70,0,llmcompiler_flat_plan,"Ensure the fuel tank is replenished adequately by adding 38 liters of gasoline so that we're well-prepared for the lengthy voyage ahead. Only fill with interger amount for volumn; round when not integer. Once fueled, proceed to start the engine confidently with the ignition mode, and make certain that all doors are secure, and the parking brake is engaged as a safety measure.",h1 | h2 | h3 | h4 | h5 | h6,"liter_to_gallon(liter=38) | fillFuelTank(fuelAmount=10) | activateParkingBrake(mode='engage') | lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START')",u1,1,"1. fillFuelTank(arg={""fuelAmount"": 38})",fillFuelTank,,True,False,missing_required: fuelAmount; unknown_parameters: arg,partial,h2,"fillFuelTank({""fuelAmount"": 10})",120,h2,"fillFuelTank({""fuelAmount"": 10})",120,"exact_tool_name;argument_overlap:fillfueltank,fuelamount;schema_invalid",
smoke_flat,multi_turn_base_70,0,llmcompiler_flat_plan,"Ensure the fuel tank is replenished adequately by adding 38 liters of gasoline so that we're well-prepared for the lengthy voyage ahead. Only fill with interger amount for volumn; round when not integer. Once fueled, proceed to start the engine confidently with the ignition mode, and make certain that all doors are secure, and the parking brake is engaged as a safety measure.",h1 | h2 | h3 | h4 | h5 | h6,"liter_to_gallon(liter=38) | fillFuelTank(fuelAmount=10) | activateParkingBrake(mode='engage') | lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START')",u2,2,"2. startEngine(arg={""ignitionMode"": ""START""})",startEngine,,True,False,missing_required: ignitionMode; unknown_parameters: arg,partial,h6,"startEngine({""ignitionMode"": ""START""})",120,h6,"startEngine({""ignitionMode"": ""START""})",120,"exact_tool_name;argument_overlap:ignitionmode,start;schema_invalid",
smoke_flat,multi_turn_base_70,1,llmcompiler_flat_plan,"As we gear up for our adventure, it’s wise to confirm that each tire is inflated to a stable 32 PSI. Should any of the tires fall short, chart a course to the nearest tire service center to have this rectified.",h7 | h8 | h9,"check_tire_pressure() | find_nearest_tire_shop() | set_navigation(destination='456 Oakwood Avenue, Rivermist, 83214')",u1,1,"1. checkTirePressure(driverTire=32.0, passengerTire=32.0, rearLeftTire=32.0, rearRightTire=32.0)",checkTirePressure,,False,False,missing_tool_schema,wrong,,,,h7,check_tire_pressure({}),0,schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_70,1,llmcompiler_flat_plan,"As we gear up for our adventure, it’s wise to confirm that each tire is inflated to a stable 32 PSI. Should any of the tires fall short, chart a course to the nearest tire service center to have this rectified.",h7 | h8 | h9,"check_tire_pressure() | find_nearest_tire_shop() | set_navigation(destination='456 Oakwood Avenue, Rivermist, 83214')",u2,2,"2. set_navigation(destination=""123 Main St, Anytown, USA, 12345"")",set_navigation,,True,True,,exact,h9,"set_navigation({""destination"": ""456 Oakwood Avenue, Rivermist, 83214""})",125,h9,"set_navigation({""destination"": ""456 Oakwood Avenue, Rivermist, 83214""})",125,exact_tool_name;parameter_overlap:destination;argument_overlap:destination;schema_valid,
smoke_flat,multi_turn_base_71,0,llmcompiler_flat_plan,"Using my vehicle's system, estimate the distance between Rivermist and Stonebrook.",h1 | h2 | h3,"get_zipcode_based_on_city('Rivermist') | get_zipcode_based_on_city('Stonebrook') | estimate_distance(cityA='83214', cityB='74532')",u1,1,"1. get_zipcode_based_on_city({""city"": ""Rivermist""})",get_zipcode_based_on_city,,True,False,positional_args_not_schema_checked; missing_required: city,partial,h2,"get_zipcode_based_on_city({""_arg0"": ""Stonebrook""})",120,h1,"get_zipcode_based_on_city({""_arg0"": ""Rivermist""})",120,"exact_tool_name;argument_overlap:get_zipcode_based_on_city,rivermist;schema_invalid",
smoke_flat,multi_turn_base_71,0,llmcompiler_flat_plan,"Using my vehicle's system, estimate the distance between Rivermist and Stonebrook.",h1 | h2 | h3,"get_zipcode_based_on_city('Rivermist') | get_zipcode_based_on_city('Stonebrook') | estimate_distance(cityA='83214', cityB='74532')",u2,2,"2. get_zipcode_based_on_city({""city"": ""Stonebrook""})",get_zipcode_based_on_city,,True,False,positional_args_not_schema_checked; missing_required: city,partial,h1,"get_zipcode_based_on_city({""_arg0"": ""Rivermist""})",100,h2,"get_zipcode_based_on_city({""_arg0"": ""Stonebrook""})",110,exact_tool_name;argument_overlap:stonebrook;schema_invalid,
smoke_flat,multi_turn_base_71,0,llmcompiler_flat_plan,"Using my vehicle's system, estimate the distance between Rivermist and Stonebrook.",h1 | h2 | h3,"get_zipcode_based_on_city('Rivermist') | get_zipcode_based_on_city('Stonebrook') | estimate_distance(cityA='83214', cityB='74532')",u3,3,"3. estimate_distance({""city1"": ""<zipcode for Rivermist>"", ""city2"": ""<zipcode for Stonebrook>"")",estimate_distance,,True,False,"syntax_error: closing parenthesis ')' does not match opening parenthesis '{'; missing_required: cityA, cityB",partial,h3,"estimate_distance({""cityA"": ""83214"", ""cityB"": ""74532""})",100,h3,"estimate_distance({""cityA"": ""83214"", ""cityB"": ""74532""})",100,exact_tool_name;schema_invalid;unresolved_input,
smoke_flat,multi_turn_base_71,1,llmcompiler_flat_plan,"Assess if my vehicle's current mileage will suffice for the distance calculated. You don't need to re-fill, I just want to know.",h4,estimate_drive_feasibility_by_mileage(distance=750.0),u1,1,1. get_zipcode_based_on_city('Rivermist'),get_zipcode_based_on_city,,True,False,positional_args_not_schema_checked; missing_required: city,wrong,,,,h4,"estimate_drive_feasibility_by_mileage({""distance"": 750.0})",10,argument_overlap:distance;schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_71,1,llmcompiler_flat_plan,"Assess if my vehicle's current mileage will suffice for the distance calculated. You don't need to re-fill, I just want to know.",h4,estimate_drive_feasibility_by_mileage(distance=750.0),u2,2,2. get_zipcode_based_on_city('Stonebrook'),get_zipcode_based_on_city,,True,False,positional_args_not_schema_checked; missing_required: city,wrong,,,,h4,"estimate_drive_feasibility_by_mileage({""distance"": 750.0})",0,schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_71,1,llmcompiler_flat_plan,"Assess if my vehicle's current mileage will suffice for the distance calculated. You don't need to re-fill, I just want to know.",h4,estimate_drive_feasibility_by_mileage(distance=750.0),u3,3,"3. estimate_distance(cityA='83214', cityB='74532')",estimate_distance,,True,True,,wrong,,,,h4,"estimate_drive_feasibility_by_mileage({""distance"": 750.0})",5,schema_valid,no_candidate_above_threshold
smoke_flat,multi_turn_base_71,2,llmcompiler_flat_plan,Fill the fuel tank to completely full.,h5,fillFuelTank(fuelAmount=45.0),u1,1,1. get_fuel_level(),get_fuel_level,,False,False,missing_tool_schema,wrong,,,,h5,"fillFuelTank({""fuelAmount"": 45.0})",10,argument_overlap:fillfueltank;schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_71,2,llmcompiler_flat_plan,Fill the fuel tank to completely full.,h5,fillFuelTank(fuelAmount=45.0),u2,2,2. fillFuelTank(fuelAmount=50.0),fillFuelTank,,True,True,,exact,h5,"fillFuelTank({""fuelAmount"": 45.0})",125,h5,"fillFuelTank({""fuelAmount"": 45.0})",125,exact_tool_name;parameter_overlap:fuelAmount;argument_overlap:fuelamount;schema_valid,
smoke_flat,multi_turn_base_71,3,llmcompiler_flat_plan,"With the vehicle secured, start the engine for our prepared journey.",h6 | h7 | h8,"lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START')",u1,1,1. startEngine(ignitionMode='START'),startEngine,,True,True,,exact,h8,"startEngine({""ignitionMode"": ""START""})",145,h8,"startEngine({""ignitionMode"": ""START""})",145,"exact_tool_name;parameter_overlap:ignitionMode;argument_overlap:ignitionmode,start,startengine;schema_valid",
smoke_flat,multi_turn_base_71,4,llmcompiler_flat_plan,"Set navigation directly to Crescent Hollow, Spring, TX for a smooth ride without detours.",h9,"set_navigation(destination='Crescent Hollow, Spring, TX')",u1,1,"1. set_navigation(destination='Crescent Hollow, Spring, TX')",set_navigation,,True,True,,exact,h9,"set_navigation({""destination"": ""Crescent Hollow, Spring, TX""})",165,h9,"set_navigation({""destination"": ""Crescent Hollow, Spring, TX""})",165,"exact_tool_name;parameter_overlap:destination;argument_overlap:crescent,crescent hollow, spring, tx,destination,hollow,spring,tx;schema_valid",
smoke_flat,multi_turn_base_71,4,llmcompiler_flat_plan,"Set navigation directly to Crescent Hollow, Spring, TX for a smooth ride without detours.",h9,"set_navigation(destination='Crescent Hollow, Spring, TX')",u2,2,"2. setCruiseControl(speed=60.0, activate=True, distanceToNextVehicle=10.0)",setCruiseControl,,True,True,,wrong,,,,h9,"set_navigation({""destination"": ""Crescent Hollow, Spring, TX""})",5,schema_valid,no_candidate_above_threshold
smoke_flat,multi_turn_base_71,4,llmcompiler_flat_plan,"Set navigation directly to Crescent Hollow, Spring, TX for a smooth ride without detours.",h9,"set_navigation(destination='Crescent Hollow, Spring, TX')",u3,3,3. setHeadlights(mode='on'),setHeadlights,,True,True,,wrong,,,,h9,"set_navigation({""destination"": ""Crescent Hollow, Spring, TX""})",5,schema_valid,no_candidate_above_threshold
smoke_flat,multi_turn_base_86,0,llmcompiler_flat_plan,"Lock all doors and engage the parking brake, then start the vehicle's engine in preparation for a trip. Afterward, check if our tire pressure condition is safe to proceed.",h1 | h2 | h3 | h4 | h5,"lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | activateParkingBrake(mode='engage') | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START') | check_tire_pressure()",u1,1,"1. lockDoors(door=[""driver"", ""passenger"", ""rear_left"", ""rear_right""], unlock=True)",lockDoors,,True,True,,exact,h1,"lockDoors({""unlock"": false, ""door"": [""driver"", ""passenger"", ""rear_left"", ""rear_right""]})",175,h1,"lockDoors({""unlock"": false, ""door"": [""driver"", ""passenger"", ""rear_left"", ""rear_right""]})",175,"exact_tool_name;parameter_overlap:door,unlock;argument_overlap:door,driver,passenger,rear_left,rear_right,unlock;schema_valid",
smoke_flat,multi_turn_base_86,0,llmcompiler_flat_plan,"Lock all doors and engage the parking brake, then start the vehicle's engine in preparation for a trip. Afterward, check if our tire pressure condition is safe to proceed.",h1 | h2 | h3 | h4 | h5,"lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | activateParkingBrake(mode='engage') | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START') | check_tire_pressure()",u2,2,2. pressBrakePedal(pedalPosition=0.5),pressBrakePedal,,True,True,,exact,h3,"pressBrakePedal({""pedalPosition"": 1.0})",125,h3,"pressBrakePedal({""pedalPosition"": 1.0})",125,exact_tool_name;parameter_overlap:pedalPosition;argument_overlap:pedalposition;schema_valid,
smoke_flat,multi_turn_base_86,0,llmcompiler_flat_plan,"Lock all doors and engage the parking brake, then start the vehicle's engine in preparation for a trip. Afterward, check if our tire pressure condition is safe to proceed.",h1 | h2 | h3 | h4 | h5,"lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | activateParkingBrake(mode='engage') | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START') | check_tire_pressure()",u3,3,"3. startEngine(ignitionMode=""START"")",startEngine,,True,True,,exact,h4,"startEngine({""ignitionMode"": ""START""})",135,h4,"startEngine({""ignitionMode"": ""START""})",135,"exact_tool_name;parameter_overlap:ignitionMode;argument_overlap:ignitionmode,start;schema_valid",
smoke_flat,multi_turn_base_86,0,llmcompiler_flat_plan,"Lock all doors and engage the parking brake, then start the vehicle's engine in preparation for a trip. Afterward, check if our tire pressure condition is safe to proceed.",h1 | h2 | h3 | h4 | h5,"lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | activateParkingBrake(mode='engage') | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START') | check_tire_pressure()",u4,4,"4. checkTirePressure(driver=""front_rear_left"", passenger=""front_left"", rear=""front_right"")",checkTirePressure,,False,False,missing_tool_schema,wrong,,,,h1,"lockDoors({""unlock"": false, ""door"": [""driver"", ""passenger"", ""rear_left"", ""rear_right""]})",20,"argument_overlap:driver,passenger;schema_invalid",no_candidate_above_threshold
smoke_flat,multi_turn_base_86,1,llmcompiler_flat_plan,"The tire pressure seems worrying, kindly find the nearest tire shop to address the issue and set our navigation to that location.",h6 | h7,"find_nearest_tire_shop() | set_navigation(destination='456 Oakwood Avenue, Rivermist, 83214')",u1,1,1. find_nearest_tire_shop(),find_nearest_tire_shop,,True,True,,exact,h6,find_nearest_tire_shop({}),115,h6,find_nearest_tire_shop({}),115,exact_tool_name;argument_overlap:find_nearest_tire_shop;schema_valid,
smoke_flat,multi_turn_base_86,1,llmcompiler_flat_plan,"The tire pressure seems worrying, kindly find the nearest tire shop to address the issue and set our navigation to that location.",h6 | h7,"find_nearest_tire_shop() | set_navigation(destination='456 Oakwood Avenue, Rivermist, 83214')",u2,2,"2. set_navigation(destination=""street, city, state"")",set_navigation,,True,True,,exact,h7,"set_navigation({""destination"": ""456 Oakwood Avenue, Rivermist, 83214""})",125,h7,"set_navigation({""destination"": ""456 Oakwood Avenue, Rivermist, 83214""})",125,exact_tool_name;parameter_overlap:destination;argument_overlap:destination;schema_valid,
smoke_flat,multi_turn_base_86,2,llmcompiler_flat_plan,"I have the tire issue fixed. Thinking aloud, since it's been a successful start to this journey, I'd like to send a thank you tweet 'Thank you to our vehicle for a smooth start!' about our vehicle with a few hashtags '#Journey, #SmoothRide, #Grateful' added.",h8,"post_tweet(content='Thank you to our vehicle for a smooth start!', tags=['#Journey', '#SmoothRide', '#Grateful'])",u1,1,"1. create_tweet(content=""Thank you to our vehicle for a smooth start! #Journey, #SmoothRide, #Grateful"")",create_tweet,,False,False,missing_tool_schema,wrong,,,,h8,"post_tweet({""content"": ""Thank you to our vehicle for a smooth start!"", ""tags"": [""#Journey"", ""#SmoothRide"", ""#Grateful""]})",60,"parameter_overlap:content;argument_overlap:content,grateful,journey,our,smooth,smoothride,start,thank;schema_invalid",no_candidate_above_threshold
smoke_flat,multi_turn_base_86,2,llmcompiler_flat_plan,"I have the tire issue fixed. Thinking aloud, since it's been a successful start to this journey, I'd like to send a thank you tweet 'Thank you to our vehicle for a smooth start!' about our vehicle with a few hashtags '#Journey, #SmoothRide, #Grateful' added.",h8,"post_tweet(content='Thank you to our vehicle for a smooth start!', tags=['#Journey', '#SmoothRide', '#Grateful'])",u2,2,"2. post_tweet(content=""Thank you to our vehicle for a smooth start! #Journey, #SmoothRide, #Grateful"")",post_tweet,,True,True,,exact,h8,"post_tweet({""content"": ""Thank you to our vehicle for a smooth start!"", ""tags"": [""#Journey"", ""#SmoothRide"", ""#Grateful""]})",165,h8,"post_tweet({""content"": ""Thank you to our vehicle for a smooth start!"", ""tags"": [""#Journey"", ""#SmoothRide"", ""#Grateful""]})",165,"exact_tool_name;parameter_overlap:content;argument_overlap:content,grateful,journey,our,smooth,smoothride,start,thank;schema_valid",
smoke_flat,multi_turn_base_87,0,llmcompiler_flat_plan,"As I gear up for another delightful journey exploring the captivating waterways, I'm looking to convert 60 gallons of fuel into liters. Could you assist me with that conversion? I tend to work more comfortably with liters.",h1,gallon_to_liter(gallon=60.0),u1,1,1. gallon_to_liter(gallon=60),gallon_to_liter,,True,True,,exact,h1,"gallon_to_liter({""gallon"": 60.0})",135,h1,"gallon_to_liter({""gallon"": 60.0})",135,"exact_tool_name;parameter_overlap:gallon;argument_overlap:gallon,gallon_to_liter;schema_valid",
smoke_flat,multi_turn_base_87,1,llmcompiler_flat_plan,"Thank goodness! With the conversion sorted, I'd appreciate your help in ensuring that my vehicle's tank is topped up with 20 gallons of gasoline.",h2,fillFuelTank(fuelAmount=20.0),u1,1,1. gallon_to_liter(gallon=20.0),gallon_to_liter,,True,True,,wrong,,,,h2,"fillFuelTank({""fuelAmount"": 20.0})",15,argument_overlap:20.0;schema_valid,no_candidate_above_threshold
smoke_flat,multi_turn_base_87,2,llmcompiler_flat_plan,"Now, with the tank filled to my liking, I need to make sure my ride is prepared for this adventure. Could you help me start the engine, lock the doors, and engage the parking brake for a safe start?",h3 | h4 | h5 | h6,"activateParkingBrake(mode='engage') | lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START')",u1,1,"1. lockDoors(arg={""unlock"": True, ""door"": [""driver"", ""passenger"", ""rear_left"", ""rear_right""]})",lockDoors,,True,False,"missing_required: door, unlock; unknown_parameters: arg",partial,h4,"lockDoors({""unlock"": false, ""door"": [""driver"", ""passenger"", ""rear_left"", ""rear_right""]})",150,h4,"lockDoors({""unlock"": false, ""door"": [""driver"", ""passenger"", ""rear_left"", ""rear_right""]})",150,"exact_tool_name;argument_overlap:door,driver,lockdoors,passenger,rear_left,rear_right,unlock;schema_invalid",
